split,filename,image_path,image_id,ann_id,layer,group,wb1,wb2,wb_product,wb_sum,area_px,log_area_px,bbox_w,bbox_h,bbox_aspect,roi_bg_pixels,ndg,delta_g,abs_delta_g,g_flake_median,g_bg_plane_median,g_delta_p10,g_delta_p90,g_delta_iqr,g_bg_std,g_flake_std,plane_a,plane_b,plane_c
train,1-7-4-2_png.rf.a0c8cd567cf1c01c15786eb9f5331acb.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1-7-4-2_png.rf.a0c8cd567cf1c01c15786eb9f5331acb.jpg,13,14,4,png,1.7,4.2,7.14,5.9,8456,9.042749779782222,170.0,100.0,1.7,134554,-0.16918820026483278,-19.744705200195312,19.744705200195312,97.0,116.7026138305664,-21.65130615234375,-17.356521606445312,4.2947845458984375,17.266294479370117,3.2870547771453857,-0.004873431753367186,-0.003607888240367174,127.53605651855469
train,1-7-4-2_png.rf.a0c8cd567cf1c01c15786eb9f5331acb.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1-7-4-2_png.rf.a0c8cd567cf1c01c15786eb9f5331acb.jpg,13,15,3,png,1.7,4.2,7.14,5.9,6568,8.790116892892472,157.0,80.0,1.9625,94495,-0.1462776272803513,-17.34479331970215,17.34479331970215,101.0,118.57447814941406,-19.231890869140624,-15.29024658203125,3.9416442871093746,19.58562469482422,1.5169117450714111,-0.017037754878401756,-0.0013136338675394654,145.30484008789062
train,1-7-4-2_png.rf.a0c8cd567cf1c01c15786eb9f5331acb.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1-7-4-2_png.rf.a0c8cd567cf1c01c15786eb9f5331acb.jpg,13,16,4,png,1.7,4.2,7.14,5.9,2400,7.783640596221253,106.0,48.0,2.2083333333333335,31886,-0.15042423609349692,-17.44695281982422,17.44695281982422,98.0,115.9849853515625,-19.991146087646484,-11.070477294921876,8.920668792724609,4.247264385223389,4.193669319152832,0.0016914751613512635,-0.006954338401556015,120.84803771972656
train,2-0-3-3_png.rf.59723c7c1da78c12c799a07ad00b631e.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/2-0-3-3_png.rf.59723c7c1da78c12c799a07ad00b631e.jpg,14,17,1,png,2.0,3.3,6.6,5.3,4875,8.492080490601163,123.0,53.0,2.3207547169811322,53605,-0.034274942427468875,-3.5400702953338623,3.5400702953338623,100.0,103.28450012207031,-5.845013427734375,-1.3431732177734375,4.501840209960937,5.394947528839111,1.845327377319336,0.006188923493027687,-0.006381867453455925,101.15523529052734
train,2-1-4-2-1_png.rf.36f8d96e373b6d31efde0dfce503e0f3.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/2-1-4-2-1_png.rf.36f8d96e373b6d31efde0dfce503e0f3.jpg,15,18,1,1_png,2.1,4.2,8.82,6.300000000000001,5172,8.551208070003515,126.0,61.0,2.0655737704918034,63738,-0.02920082686669174,-2.569899559020996,2.569899559020996,85.0,88.00776672363281,-4.289591979980469,-0.43116378784179654,3.8584281921386725,5.604515075683594,1.6889560222625732,0.0049941763281822205,-0.00851393211632967,89.70823669433594
train,1_4-4_8-6-100-6_png.rf.584d56d702b39d097e198f5416dccacd.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1_4-4_8-6-100-6_png.rf.584d56d702b39d097e198f5416dccacd.jpg,16,19,6,6-100-6_png,1.4,4.8,6.72,6.199999999999999,158284,11.972152484588491,332.0,1022.0,0.324853228962818,856932,-0.21667624402106941,-20.217912673950195,20.217912673950195,73.0,93.30931854248047,-23.770025634765624,-17.034578704833983,6.735446929931641,12.873465538024902,3.9791295528411865,-0.009251969866454601,-8.382157830055803e-05,100.07797241210938
train,1_7-3_6-3-100_png.rf.42845efd88c5a023f289f2f8db585812.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1_7-3_6-3-100_png.rf.42845efd88c5a023f289f2f8db585812.jpg,17,20,3,3-100_png,1.7,3.6,6.12,5.3,113745,11.641723171359734,408.0,431.0,0.9466357308584686,1137215,-0.10955090340007184,-8.59103012084961,8.59103012084961,70.0,78.42044067382812,-10.064988708496093,-7.111793518066406,2.953195190429687,4.388982772827148,1.6850967407226562,-0.002099032513797283,-0.004687741864472628,81.83454895019531
train,1-4-4-8_png.rf.f3aa59e57f5ca72aeea7e50439585d64.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1-4-4-8_png.rf.f3aa59e57f5ca72aeea7e50439585d64.jpg,18,21,1,png,1.4,4.8,6.72,6.199999999999999,1628,7.395721608602045,36.0,83.0,0.43373493975903615,25130,-0.05618259914752899,-6.291782855987549,6.291782855987549,105.0,111.98810577392578,-8.92208023071289,-1.919770812988282,7.002309417724608,7.84995698928833,2.7409446239471436,0.008767602033913136,0.00453227898105979,96.13473510742188
train,2-0-4-8_png.rf.2d8d88db83f1bf04c97fdc68c81744e1.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/2-0-4-8_png.rf.2d8d88db83f1bf04c97fdc68c81744e1.jpg,19,22,8,png,2.0,4.8,9.6,6.8,371,5.918893854273146,44.0,31.0,1.4193548387096775,10722,-0.6166846563248156,-56.0775260925293,56.0775260925293,34.0,90.93387603759766,-61.92033386230469,-43.93486022949219,17.9854736328125,4.403151512145996,10.326126098632812,-0.005317090544849634,0.006769757252186537,92.55884552001953
train,2-0-4-8_png.rf.2d8d88db83f1bf04c97fdc68c81744e1.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/2-0-4-8_png.rf.2d8d88db83f1bf04c97fdc68c81744e1.jpg,19,23,7,png,2.0,4.8,9.6,6.8,1857,7.527255919373784,63.0,93.0,0.6774193548387096,50703,-0.47862729570181345,-50.251914978027344,50.251914978027344,52.0,104.99174499511719,-63.9959228515625,-25.376629638671858,38.61929321289064,37.87343978881836,16.742366790771484,0.23731794953346252,-0.018152326345443726,-108.41575622558594
train,2-0-4-8_png.rf.2d8d88db83f1bf04c97fdc68c81744e1.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/2-0-4-8_png.rf.2d8d88db83f1bf04c97fdc68c81744e1.jpg,19,24,6,png,2.0,4.8,9.6,6.8,947,6.854354502255021,64.0,23.0,2.782608695652174,11730,-0.4411263279369049,-40.141136169433594,40.141136169433594,48.0,90.99691772460938,-47.94969482421875,-14.907176208496095,33.042518615722656,7.924598693847656,12.850953102111816,-0.0056311385706067085,0.00941667053848505,90.66374969482422
train,1_4-3_6-6-100-6_png.rf.50558fcc8fa995efa39f338aa6c762e6.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1_4-3_6-6-100-6_png.rf.50558fcc8fa995efa39f338aa6c762e6.jpg,20,25,6,6-100-6_png,1.4,3.6,5.04,5.0,156212,11.9589757395571,326.0,1019.0,0.3199214916584887,840572,-0.20066016433422362,-19.654613494873047,19.654613494873047,79.0,97.94975280761719,-23.068186950683593,-16.89893798828125,6.169248962402342,12.596802711486816,4.055583953857422,-0.008596174418926239,-0.00029354874277487397,104.35475158691406
train,1-4-4-2-3-100-2_png.rf.26e23fd2d0db8cd2ca7d0bfeb38f826e.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1-4-4-2-3-100-2_png.rf.26e23fd2d0db8cd2ca7d0bfeb38f826e.jpg,21,26,7,3-100-2_png,1.4,4.2,5.88,5.6,50087,10.821536737425147,439.0,251.0,1.749003984063745,825493,-0.3978947484596679,-38.2326545715332,38.2326545715332,58.0,96.08735656738281,-40.15824432373047,-34.60459747314453,5.553646850585942,5.022911548614502,8.092095375061035,0.002932140603661537,-0.004138225223869085,96.72554779052734
train,1_4-4_5-6-100-6_png.rf.71ce24289b6600388084dd1492d0b1e3.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1_4-4_5-6-100-6_png.rf.71ce24289b6600388084dd1492d0b1e3.jpg,22,27,6,6-100-6_png,1.4,4.5,6.3,5.9,155863,11.956739111125723,333.0,1003.0,0.3320039880358923,862533,-0.1835308309279227,-17.030302047729492,17.030302047729492,76.0,92.79259490966797,-20.29320831298828,-14.607048034667969,5.686160278320312,12.168292045593262,3.9487345218658447,-0.007990144193172455,-0.001077844761312008,99.19349670410156
train,1_4-4_5-3-100_png.rf.9605688146aeb4356a3ecb9b51196988.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1_4-4_5-3-100_png.rf.9605688146aeb4356a3ecb9b51196988.jpg,23,28,3,3-100_png,1.4,4.5,6.3,5.9,115102,11.653582658662227,419.0,429.0,0.9766899766899767,1169607,-0.08350891065832078,-8.092215538024902,8.092215538024902,89.0,96.90242004394531,-9.203864288330077,-6.877078247070312,2.3267860412597656,4.658519744873047,1.8904626369476318,-0.0004306382907088846,-0.004938298836350441,99.58026123046875
train,1_1-3_9-6-100-6_png.rf.a88998dc69448b1ad83e064fa76db9ca.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1_1-3_9-6-100-6_png.rf.a88998dc69448b1ad83e064fa76db9ca.jpg,24,29,6,6-100-6_png,1.1,3.9,4.29,5.0,154302,11.946673480806446,329.0,1014.0,0.3244575936883629,851654,-0.1754835730735017,-21.317596435546875,21.317596435546875,100.0,121.47915649414062,-25.476318359375,-17.701349639892577,7.774968719482423,13.664485931396484,4.128235816955566,-0.010113028809428215,-0.0006665592081844807,129.19789123535156
train,1-7-4-2_png.rf.5c7d7637db8da6a78ace9874fe6893cb.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1-7-4-2_png.rf.5c7d7637db8da6a78ace9874fe6893cb.jpg,25,30,4,png,1.7,4.2,7.14,5.9,3911,8.271804031154709,191.0,57.0,3.3508771929824563,93809,-0.27243100113978064,-32.56005859375,32.56005859375,86.0,119.51671600341797,-37.778900146484375,-19.327438354492188,18.451461791992188,25.73560905456543,8.125252723693848,-0.011087647639214993,-0.039346665143966675,178.4622344970703
train,2-0-4-5_png.rf.0a34c6def6138079054dac3cc553b530.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/2-0-4-5_png.rf.0a34c6def6138079054dac3cc553b530.jpg,26,31,7,png,2.0,4.5,9.0,6.5,2850,7.955425088912672,108.0,46.0,2.347826086956522,41693,-0.6139598462868042,-52.373779296875,52.373779296875,31.0,85.30489349365234,-56.5713623046875,-33.88404846191406,22.687313842773435,14.282623291015625,11.593536376953125,0.005792975891381502,-0.03789209574460983,121.4924087524414
train,1-4-4-8_png.rf.db8d86d6a8fcd4d7944d9af17d877479.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1-4-4-8_png.rf.db8d86d6a8fcd4d7944d9af17d877479.jpg,27,32,1,png,1.4,4.8,6.72,6.199999999999999,3033,8.017637159908478,171.0,60.0,2.85,89061,-0.09540846846399786,-10.766718864440918,10.766718864440918,103.0,112.84867095947266,-19.83354034423828,-3.808338928222656,16.025201416015623,11.120363235473633,5.989435195922852,0.0018120675813406706,-0.008591145277023315,119.63201904296875
train,0_8-4_2-3-100_png.rf.18653e40bfd1647302ca3d150de43a57.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/0_8-4_2-3-100_png.rf.18653e40bfd1647302ca3d150de43a57.jpg,28,33,3,3-100_png,0.8,4.2,3.3600000000000003,5.0,112075,11.626932491580309,401.0,431.0,0.9303944315545244,1088743,-0.07344894025898518,-11.535040855407715,11.535040855407715,145.0,157.04843139648438,-13.341928100585937,-8.867645263671875,4.474282836914062,7.097161769866943,2.8535962104797363,-0.011028860695660114,-0.007328505162149668,170.77638244628906
train,1_1-4_2-3-100-4_png.rf.f93cf7102162e314a6c52f1ddd451bab.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1_1-4_2-3-100-4_png.rf.f93cf7102162e314a6c52f1ddd451bab.jpg,29,34,3,3-100-4_png,1.1,4.2,4.620000000000001,5.300000000000001,44096,10.694147031910097,197.0,453.0,0.434878587196468,559432,-0.10134785653411264,-13.540253639221191,13.540253639221191,120.0,133.60177612304688,-14.686187744140625,-11.742813110351562,2.9433746337890625,4.259059906005859,1.9979605674743652,0.006581366527825594,-0.007565302308648825,133.70111083984375
train,1-1-4-2-7-10-2_png.rf.283e154f552f295b51f079d3240045a3.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1-1-4-2-7-10-2_png.rf.283e154f552f295b51f079d3240045a3.jpg,32,41,7,7-10-2_png,1.1,4.2,4.620000000000001,5.300000000000001,537,6.2878585601617845,42.0,24.0,1.75,8454,-0.43707973711419795,-52.631263732910156,52.631263732910156,64.0,120.41570281982422,-60.4312744140625,-27.399133300781248,33.032141113281256,5.430239200592041,14.022171020507812,0.006505381781607866,-0.001173109863884747,116.4779281616211
train,1-1-3-9_png.rf.623480332ed46b80747e30151fbcc404.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1-1-3-9_png.rf.623480332ed46b80747e30151fbcc404.jpg,34,43,1,png,1.1,3.9,4.29,5.0,3002,8.00736706798333,170.0,59.0,2.8813559322033897,87024,-0.0628536974584003,-9.252684593200684,9.252684593200684,138.0,147.20986938476562,-15.007173156738281,-3.9893478393554678,11.017825317382814,10.620208740234375,4.194183826446533,0.0006066789501346648,-0.01345039252191782,160.90469360351562
train,1-1-3-9-3-10-4_png.rf.2ac73102331695d1ab2a5504200617cf.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1-1-3-9-3-10-4_png.rf.2ac73102331695d1ab2a5504200617cf.jpg,35,44,3,3-10-4_png,1.1,3.9,4.29,5.0,668,6.505784060128229,24.0,53.0,0.4528301886792453,10688,-0.11510299773509547,-14.268766403198242,14.268766403198242,109.0,123.96520233154297,-19.98324661254883,-5.07665786743164,14.906588745117189,1.455919623374939,5.784941673278809,0.008520121686160564,-0.005421790294349194,120.90719604492188
train,1_7-4_8-6-100-6_png.rf.91f248759690878270cf5e8fbddd2ec7.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1_7-4_8-6-100-6_png.rf.91f248759690878270cf5e8fbddd2ec7.jpg,36,45,6,6-100-6_png,1.7,4.8,8.16,6.5,153881,11.943941353922398,324.0,1012.0,0.3201581027667984,836851,-0.23805988728524013,-16.677043914794922,16.677043914794922,54.0,70.05398559570312,-19.818519592285156,-14.467796325683594,5.3507232666015625,10.701433181762695,3.5103352069854736,-0.008192664012312889,-0.0013402297627180815,76.72325134277344
train,1_1-4_2-2-100-3_png.rf.e86c31e639dd005cfb5488246f6e6457.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1_1-4_2-2-100-3_png.rf.e86c31e639dd005cfb5488246f6e6457.jpg,37,46,2,2-100-3_png,1.1,4.2,4.620000000000001,5.300000000000001,563920,13.242669449747362,1083.0,912.0,1.1875,901021,-0.06254713959149641,-8.168042182922363,8.168042182922363,123.0,130.59017944335938,-12.607865905761718,-4.532545471191406,8.075320434570312,19.332927703857422,4.257785320281982,-0.007213733624666929,0.000514630984980613,136.69749450683594
train,1-4-3-3_png.rf.e01c097c09b034407d3560c2f71e1f1a.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1-4-3-3_png.rf.e01c097c09b034407d3560c2f71e1f1a.jpg,38,47,8,png,1.4,3.3,4.619999999999999,4.699999999999999,2677,7.8928255262511176,59.0,64.0,0.921875,31169,-0.3921464951785243,-60.635101318359375,60.635101318359375,92.0,154.62359619140625,-68.60997314453125,-39.21622924804679,29.393743896484466,5.788532733917236,13.42993450164795,0.0008882232359610498,0.0009331462788395584,152.5678253173828
train,1_4-3_9-2-100-3_png.rf.4ab8e79bed923de2b2e025c3f2ba23f6.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1_4-3_9-2-100-3_png.rf.4ab8e79bed923de2b2e025c3f2ba23f6.jpg,39,48,2,2-100-3_png,1.4,3.9,5.46,5.3,561684,13.23869647351734,1081.0,912.0,1.1853070175438596,903214,-0.07369152068887716,-7.251259803771973,7.251259803771973,92.0,98.40019226074219,-10.738721466064453,-4.373341369628906,6.365380096435547,18.587181091308594,3.2627322673797607,-0.006166656501591206,0.0015172173734754324,103.03363037109375
train,1-1-4-8_png.rf.dacb87c5415ad4b2b5c3daabf1fc8f59.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1-1-4-8_png.rf.dacb87c5415ad4b2b5c3daabf1fc8f59.jpg,41,50,1,png,1.1,4.8,5.28,5.9,2997,8.005700678662542,170.0,58.0,2.9310344827586206,85500,-0.08732302762833302,-10.392047882080078,10.392047882080078,109.0,119.0069580078125,-16.173756408691407,-4.878480529785156,11.295275878906251,12.242432594299316,4.437887668609619,-0.000544570037163794,-0.017187511548399925,138.33786010742188
train,1_7-4_8-3-100_png.rf.0730fec7074639f1c6757fe740a2c695.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1_7-4_8-3-100_png.rf.0730fec7074639f1c6757fe740a2c695.jpg,42,51,3,3-100_png,1.7,4.8,8.16,6.5,113009,11.635231589354197,411.0,424.0,0.9693396226415094,1147134,-0.10399407315509922,-7.713377475738525,7.713377475738525,66.0,74.17131805419922,-8.827378845214843,-6.635847473144532,2.191531372070312,4.498563766479492,2.018598794937134,-0.0011636497220024467,-0.004763819742947817,77.27734375
train,1_7-4_5-6-100-6_png.rf.6e3d501f7bcdb51ffb120b876223d08a.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/1_7-4_5-6-100-6_png.rf.6e3d501f7bcdb51ffb120b876223d08a.jpg,43,52,6,6-100-6_png,1.7,4.5,7.6499999999999995,6.2,156176,11.958745258426724,339.0,1016.0,0.33366141732283466,880510,-0.21734883544391076,-15.007025718688965,15.007025718688965,54.0,69.04580688476562,-17.13833999633789,-12.962108612060547,4.176231384277344,10.718277931213379,2.8166344165802,-0.0072198607958853245,-0.0006357585662044585,74.63351440429688
train,0_8-4_5-6-100-6_png.rf.30359b5620a1f732f5ddd7eaec705ca9.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/0_8-4_5-6-100-6_png.rf.30359b5620a1f732f5ddd7eaec705ca9.jpg,47,58,6,6-100-6_png,0.8,4.5,3.6,5.3,151655,11.929370077121401,333.0,1022.0,0.3258317025440313,866608,-0.1449451484806494,-22.51120948791504,22.51120948791504,133.0,155.3084716796875,-27.756146240234376,-18.32626953125,9.429876708984377,14.439615249633789,5.300037384033203,-0.011095862835645676,-0.0009545938228257,163.96311950683594
train,2-0-4-2_png.rf.c332436ded6c863ffe997890c55583bf.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/2-0-4-2_png.rf.c332436ded6c863ffe997890c55583bf.jpg,48,59,7,png,2.0,4.2,8.4,6.2,2455,7.806289289267033,107.0,40.0,2.675,35903,-0.6183486634935095,-53.60947799682617,53.60947799682617,33.0,86.69781494140625,-56.080020141601565,-47.32829895019531,8.751721191406254,14.844392776489258,6.360865116119385,0.00609984714537859,-0.04630982503294945,131.7096710205078
train,2-0-3-6_png.rf.3fc229b5df2e28f7a05607a551216f1b.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/2-0-3-6_png.rf.3fc229b5df2e28f7a05607a551216f1b.jpg,49,60,7,png,2.0,3.6,7.2,5.6,2180,7.687538766201629,103.0,32.0,3.21875,27334,-0.5945233608878969,-53.4884147644043,53.4884147644043,36.0,89.96856689453125,-56.47985992431641,-46.294929504394524,10.184930419921884,16.622108459472656,6.74456262588501,0.0065012527629733086,-0.08913204818964005,180.3196258544922
train,2-0-3-9_png.rf.02a4293495d8b213047de38eb520f58b.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v7i.coco-segmentation/train/2-0-3-9_png.rf.02a4293495d8b213047de38eb520f58b.jpg,50,61,1,png,2.0,3.9,7.8,5.9,3156,8.057377488557991,171.0,61.0,2.80327868852459,90476,-0.08752607606283586,-8.504289627075195,8.504289627075195,89.0,97.16292572021484,-14.213447570800781,-3.1467132568359375,11.066734313964844,12.658503532409668,4.155361652374268,0.00041143264388665557,-0.012573117390275002,110.1890640258789
