image_id,ann_id,file_name,group_id,layer_gt,wb1,wb2,g_flake_peak,g_bg_median,delta_g,normalized_delta_g,area_px,log_area_px,bbox_x,bbox_y,bbox_w,bbox_h
16,19,1_4-4_8-6-100-6_png.rf.584d56d702b39d097e198f5416dccacd.jpg,1_4-4_8-6-100-6_png,6,1.4,4.8,-21.60205841064453,-0.00424957275390625,-21.597808837890625,-0.2240815375037451,156907,11.963414925311662,589.0,0.0,331.2,1021.28
17,20,1_7-3_6-3-100_png.rf.42845efd88c5a023f289f2f8db585812.jpg,1_7-3_6-3-100_png,3,1.7,3.6,-8.32086181640625,0.01751708984375,-8.33837890625,-0.10653980089099656,113125,11.636257520742163,494.0,182.0,406.8,430.129
18,21,1-4-4-8_png.rf.f3aa59e57f5ca72aeea7e50439585d64.jpg,1-4-4-8_png,1,1.4,4.8,-7.6155242919921875,0.033233642578125,-7.6487579345703125,-0.0680843983638632,1560,7.353081920515432,1275.0,950.0,35.854,81.672
19,22,2-0-4-8_png.rf.2d8d88db83f1bf04c97fdc68c81744e1.jpg,2-0-4-8_png,8,2.0,4.8,-58.69171905517578,0.04477691650390625,-58.73649597167969,-0.6457440184019234,321,5.7745515455444085,1547.0,979.0,42.542,29.993
19,23,2-0-4-8_png.rf.2d8d88db83f1bf04c97fdc68c81744e1.jpg,2-0-4-8_png,7,2.0,4.8,-36.03026580810547,-0.0456695556640625,-35.984596252441406,-0.4104570104606829,1750,7.467942332285852,939.0,887.0,62.103,91.567
19,24,2-0-4-8_png.rf.2d8d88db83f1bf04c97fdc68c81744e1.jpg,2-0-4-8_png,6,2.0,4.8,-45.32390594482422,0.0099639892578125,-45.33386993408203,-0.49869953752381874,895,6.79794041297493,1560.0,979.0,63.239,22.213
20,25,1_4-3_6-6-100-6_png.rf.50558fcc8fa995efa39f338aa6c762e6.jpg,1_4-3_6-6-100-6_png,6,1.4,3.6,-23.6134033203125,0.07468414306640625,-23.688087463378906,-0.23504401939433286,154982,11.95107071246702,592.0,3.0,324.8,1018.6
21,26,1-4-4-2-3-100-2_png.rf.26e23fd2d0db8cd2ca7d0bfeb38f826e.jpg,1-4-4-2-3-100-2_png,7,1.4,4.2,-39.7161750793457,-0.02823638916015625,-39.68793869018555,-0.4065421130449862,49623,10.812229866652954,287.0,389.0,438.0,250.0
22,27,1_4-4_5-6-100-6_png.rf.71ce24289b6600388084dd1492d0b1e3.jpg,1_4-4_5-6-100-6_png,6,1.4,4.5,-17.70180892944336,0.077362060546875,-17.779170989990234,-0.18817299549882183,154661,11.948997369671293,590.0,18.0,331.2,1001.281
23,28,1_4-4_5-3-100_png.rf.9605688146aeb4356a3ecb9b51196988.jpg,1_4-4_5-3-100_png,3,1.4,4.5,-8.032092094421387,0.1066131591796875,-8.138705253601074,-0.08373888656009697,114425,11.647683604832574,448.0,262.0,417.6,428.531
24,29,1_1-3_9-6-100-6_png.rf.a88998dc69448b1ad83e064fa76db9ca.jpg,1_1-3_9-6-100-6_png,6,1.1,3.9,-24.865623474121094,0.0576934814453125,-24.923316955566406,-0.20048619951204524,153157,11.939225347266222,594.0,5.0,328.0,1013.281
25,30,1-7-4-2_png.rf.5c7d7637db8da6a78ace9874fe6893cb.jpg,1-7-4-2_png,4,1.7,4.2,-33.72026824951172,0.016551971435546875,-33.736820220947266,-0.28869846322890697,3703,8.21716859576607,1507.0,1025.0,190.0,56.0
26,31,2-0-4-5_png.rf.0a34c6def6138079054dac3cc553b530.jpg,2-0-4-5_png,7,2.0,4.5,-56.51996612548828,0.08898162841796875,-56.60894775390625,-0.6532585680314064,2668,7.889459149404524,687.0,1045.0,106.675,44.349
27,32,1-4-4-8_png.rf.db8d86d6a8fcd4d7944d9af17d877479.jpg,1-4-4-8_png,1,1.4,4.8,-6.0004682540893555,-0.04888153076171875,-5.951586723327637,-0.05307086584442692,2857,7.957877358489813,1322.0,1058.0,170.0,59.0
28,33,0_8-4_2-3-100_png.rf.18653e40bfd1647302ca3d150de43a57.jpg,0_8-4_2-3-100_png,3,0.8,4.2,-18.094680786132812,0.0303802490234375,-18.12506103515625,-0.11167122231649505,111370,11.620622249425582,666.0,310.0,399.6,430.13
29,34,1_1-4_2-3-100-4_png.rf.f93cf7102162e314a6c52f1ddd451bab.jpg,1_1-4_2-3-100-4_png,3,1.1,4.2,-16.85832405090332,0.0965728759765625,-16.954896926879883,-0.12450806056807813,43583,10.682445389509184,476.0,205.0,196.0,452.0
30,35,1-4-3-9_png.rf.05159b6852fee25a7113174d24504832.jpg,1-4-3-9_png,10,1.4,3.9,-55.60478973388672,0.0777435302734375,-55.682533264160156,-0.41738749259405833,566,6.340359303727752,1494.0,848.0,22.0,54.0
31,38,2-3-3-6_png.rf.0cfb48560d17942562a31c07e008a348.jpg,2-3-3-6_png,10,2.3,3.6,-49.86487579345703,0.08340072631835938,-49.94827651977539,-0.5711425187526052,542,6.297109319933935,1494.0,848.0,21.0,55.0
32,41,1-1-4-2-7-10-2_png.rf.283e154f552f295b51f079d3240045a3.jpg,1-1-4-2-7-10-2_png,7,1.1,4.2,-58.577266693115234,0.123016357421875,-58.70028305053711,-0.487413812108496,498,6.212606095751519,676.0,495.0,41.0,23.0
34,43,1-1-3-9_png.rf.623480332ed46b80747e30151fbcc404.jpg,1-1-3-9_png,1,1.1,3.9,-5.043123245239258,-0.04114532470703125,-5.001977920532227,-0.03456313449113974,2822,7.945555428253489,1324.0,1059.0,169.0,58.0
35,44,1-1-3-9-3-10-4_png.rf.2ac73102331695d1ab2a5504200617cf.jpg,1-1-3-9-3-10-4_png,3,1.1,3.9,-18.706750869750977,0.0913848876953125,-18.79813575744629,-0.1517559001436499,613,6.419994928147142,681.0,498.0,23.0,52.0
36,45,1_7-4_8-6-100-6_png.rf.91f248759690878270cf5e8fbddd2ec7.jpg,1_7-4_8-6-100-6_png,6,1.7,4.8,-18.494037628173828,-0.01181793212890625,-18.482219696044922,-0.25408123965976526,152787,11.936806618599185,587.0,12.0,323.2,1010.565
37,46,1_1-4_2-2-100-3_png.rf.e86c31e639dd005cfb5488246f6e6457.jpg,1_1-4_2-2-100-3_png,2,1.1,4.2,-3.3093624114990234,-0.02252197265625,-3.2868404388427734,-0.02546581315763309,562249,13.239701869821562,256.0,25.0,1082.0,911.0
38,47,1-4-3-3_png.rf.e01c097c09b034407d3560c2f71e1f1a.jpg,1-4-3-3_png,8,1.4,3.3,-62.9539680480957,0.01043701171875,-62.96440505981445,-0.40729613405597903,2579,7.855544677915663,1307.0,900.0,58.0,63.0
39,48,1_4-3_9-2-100-3_png.rf.4ab8e79bed923de2b2e025c3f2ba23f6.jpg,1_4-3_9-2-100-3_png,2,1.4,3.9,-1.6950664520263672,0.19582366943359375,-1.890890121459961,-0.019749346881906448,560022,13.235733133296495,257.0,23.0,1080.0,911.0
40,49,1-7-3-6_png.rf.407e35fc1a0d153e0e145357b5626217.jpg,1-7-3-6_png,9,1.7,3.6,-64.07193756103516,-0.0732269287109375,-63.99871063232422,-0.49650199857047106,2538,7.839525581704678,1453.0,768.0,97.0,61.0
41,50,1-1-4-8_png.rf.dacb87c5415ad4b2b5c3daabf1fc8f59.jpg,1-1-4-8_png,1,1.1,4.8,-5.176921844482422,-0.00836181640625,-5.168560028076172,-0.04471492690010231,2821,7.945201132412759,1322.0,1058.0,169.0,57.0
42,51,1_7-4_8-3-100_png.rf.0730fec7074639f1c6757fe740a2c695.jpg,1_7-4_8-3-100_png,3,1.7,4.8,-8.090431213378906,-0.0309906005859375,-8.059440612792969,-0.10743884698771788,112323,11.62914283116114,456.0,267.0,409.6,423.734
43,52,1_7-4_5-6-100-6_png.rf.6e3d501f7bcdb51ffb120b876223d08a.jpg,1_7-4_5-6-100-6_png,6,1.7,4.5,-18.969242095947266,-0.04152679443359375,-18.927715301513672,-0.2620694445178022,154624,11.94875810969479,587.0,8.0,337.6,1014.6
44,53,2-0-3-6_png.rf.3d69e14f466659a7ee0483f5fa76bf24.jpg,2-0-3-6_png,10,2.0,3.6,-52.35285568237305,0.10299301147460938,-52.455848693847656,-0.48786194277034056,559,6.327936783729195,1493.0,850.0,22.0,54.0
47,58,0_8-4_5-6-100-6_png.rf.30359b5620a1f732f5ddd7eaec705ca9.jpg,0_8-4_5-6-100-6_png,6,0.8,4.5,-25.044775009155273,-0.04726409912109375,-24.99751091003418,-0.1591223229937557,150830,11.923915283721092,594.0,2.0,332.8,1020.6
48,59,2-0-4-2_png.rf.c332436ded6c863ffe997890c55583bf.jpg,2-0-4-2_png,7,2.0,4.2,-55.83416748046875,-0.05274200439453125,-55.78142547607422,-0.6294481773733542,2328,7.753194269884341,687.0,1051.0,106.243,38.867
49,60,2-0-3-6_png.rf.3fc229b5df2e28f7a05607a551216f1b.jpg,2-0-3-6_png,7,2.0,3.6,-57.02371597290039,-0.07991790771484375,-56.94379806518555,-0.612476370743082,2008,7.605392364814934,686.0,1053.0,101.951,30.96
50,61,2-0-3-9_png.rf.02a4293495d8b213047de38eb520f58b.jpg,2-0-3-9_png,1,2.0,3.9,-5.133342266082764,-0.060302734375,-5.073039531707764,-0.05318219632945326,2975,7.998335395952982,1322.0,1058.0,170.0,60.0
51,62,2-3-3-3_png.rf.5e9a734bca4015ce75e1db5eba5f3b4e.jpg,2-3-3-3_png,9,2.3,3.3,-54.8393669128418,-0.11408233642578125,-54.725284576416016,-0.589461891607488,2391,7.779885115070522,1453.0,768.0,96.0,60.0
52,63,1-4-4-5_png.rf.4b994a44226b69733801be9ebc44900a.jpg,1-4-4-5_png,1,1.4,4.5,-7.135075569152832,-0.01194000244140625,-7.123135566711426,-0.06024639112844942,1435,7.269616749608169,1277.0,950.0,31.37,82.007
53,64,1-7-3-6-3-100-2_png.rf.b44f5fc19f8902c0f1aed1d721b4009c.jpg,1-7-3-6-3-100-2_png,7,1.7,3.6,-34.09825134277344,-0.03075408935546875,-34.06749725341797,-0.441776427417416,49465,10.809040843867542,421.0,357.0,436.0,246.0
54,65,1-1-3-3_png.rf.1588a2e811cff88ce0bac79c7ea61845.jpg,1-1-3-3_png,4,1.1,3.3,-34.20030212402344,-0.02925872802734375,-34.171043395996094,-0.2019902607046066,3793,8.24117615049496,1506.0,1027.0,191.0,58.0
55,66,1-4-4-8_png.rf.f46d5b3e3065366457ae1906bf371694.jpg,1-4-4-8_png,7,1.4,4.8,-61.63663101196289,0.08968353271484375,-61.726314544677734,-0.5623697920648959,2185,7.689828668736484,685.0,1052.0,105.165,34.811
56,67,1-4-3-9_png.rf.f492364b1989e6d604c0bcf83c304dd5.jpg,1-4-3-9_png,4,1.4,3.9,-27.994930267333984,0.0129547119140625,-28.007884979248047,-0.2038929589173724,3704,8.217438537730187,1506.0,1026.0,190.0,57.0
57,68,0-8-3-9-6-10-6_png.rf.7727909cde990ecc79216d1b96fda888.jpg,0-8-3-9-6-10-6_png,6,0.8,3.9,-40.250877380371094,0.10686492919921875,-40.35774230957031,-0.2647646495294592,1702,7.440146680662688,685.0,470.0,37.334,127.779
58,69,1_1-4_8-3-100_png.rf.f80e9ed0e77f811810e61aa26d87e516.jpg,1_1-4_8-3-100_png,3,1.1,4.8,-11.999205589294434,-0.0835723876953125,-11.915633201599121,-0.08932523809965016,111372,11.620640207260585,452.0,263.0,408.8,438.125
59,70,1_1-4_8-6-100-6_png.rf.386e54e67e4c29b456cc3fcb277e2700.jpg,1_1-4_8-6-100-6_png,6,1.1,4.8,-23.860321044921875,0.0924835205078125,-23.952804565429688,-0.18554800437058847,158484,11.973415230597112,586.0,4.0,332.8,1018.6
60,71,2-0-4-2_png.rf.98bc283adde2dbb44e27c9ad58658945.jpg,2-0-4-2_png,1,2.0,4.2,-3.3314523696899414,-0.0338287353515625,-3.297623634338379,-0.0352228915235555,1435,7.269616749608169,1278.0,947.0,28.675,81.077
61,72,2-3-3-3_png.rf.e715422f3eb1a8be968b9f3df98dd932.jpg,2-3-3-3_png,2,2.3,3.3,-13.959868431091309,-0.0088348388671875,-13.951033592224121,-0.11388700280272197,869,6.76849321164863,1445.0,790.0,33.0,62.0
62,73,2-0-3-9_png.rf.1030f4c5e8c3d52f71478c3d12cf6e78.jpg,2-0-3-9_png,8,2.0,3.9,-60.27732849121094,0.0308837890625,-60.30821228027344,-0.6190940103317593,429,6.063785208687608,1545.0,976.0,43.47,34.178
62,74,2-0-3-9_png.rf.1030f4c5e8c3d52f71478c3d12cf6e78.jpg,2-0-3-9_png,7,2.0,3.9,-39.743896484375,-0.007537841796875,-39.736358642578125,-0.4246806979789946,2082,7.641564441260972,941.0,890.0,63.0,88.0
62,75,2-0-3-9_png.rf.1030f4c5e8c3d52f71478c3d12cf6e78.jpg,2-0-3-9_png,6,2.0,3.9,-46.25286102294922,0.05865478515625,-46.31151580810547,-0.4764204883924884,769,6.646390514847729,1562.0,978.0,60.928,21.335
63,76,1-4-4-2_png.rf.076c145d98f3218171abce1595a647b1.jpg,1-4-4-2_png,8,1.4,4.2,-66.33854675292969,0.04876708984375,-66.38731384277344,-0.5516582172020643,471,6.156978985585555,1543.0,978.0,46.508,32.342
63,77,1-4-4-2_png.rf.076c145d98f3218171abce1595a647b1.jpg,1-4-4-2_png,7,1.4,4.2,-57.77766418457031,0.0861053466796875,-57.86376953125,-0.49728905627974374,1909,7.554858521040676,944.0,890.0,60.0,89.0
63,78,1-4-4-2_png.rf.076c145d98f3218171abce1595a647b1.jpg,1-4-4-2_png,6,1.4,4.2,-48.72509765625,0.09354400634765625,-48.818641662597656,-0.40625751762087475,744,6.61338421837956,1566.0,980.0,53.73,22.058
64,79,1-7-3-6-3-10-4_png.rf.7706566b09988ab96aa292145be3ff1e.jpg,1-7-3-6-3-10-4_png,3,1.7,3.6,-15.513533592224121,-0.003448486328125,-15.510085105895996,-0.22735023921711292,564,6.336825731146441,682.0,499.0,22.0,51.0
65,80,1-7-4-8_png.rf.8d87fcd0542156ea4bfce103f4562988.jpg,1-7-4-8_png,1,1.7,4.8,-4.235269069671631,-0.07878875732421875,-4.156480312347412,-0.04141587004708866,2843,7.952966790923131,1322.0,1058.0,169.0,59.0
66,81,1-7-4-2_png.rf.c13d1a9b1c75e2e36673574149b0536b.jpg,1-7-4-2_png,1,1.7,4.2,-2.355632781982422,0.02715301513671875,-2.3827857971191406,-0.020428522361967096,4531,8.418918622147897,1323.0,980.0,128.265,60.576
67,82,1_4-3_9-3-100-4_png.rf.1fe85423000f028ef309c98bb6093f63.jpg,1_4-3_9-3-100-4_png,3,1.4,3.9,-12.962270736694336,0.043003082275390625,-13.005273818969727,-0.12743124515440457,44012,10.692240323807754,476.0,202.0,193.0,452.0
68,83,2-0-3-3_png.rf.925e14054494dd440ccb06f615e5e7cd.jpg,2-0-3-3_png,4,2.0,3.3,-16.317155838012695,-0.00598907470703125,-16.311166763305664,-0.16791444452970442,8041,8.992433087457218,1306.0,1070.0,171.281,96.472
69,84,1_4-4_2-3-100-4_png.rf.d987341b6365626d8bcb976e62677fd2.jpg,1_4-4_2-3-100-4_png,3,1.4,4.2,-14.08323860168457,-0.001850128173828125,-14.081388473510742,-0.14064253458901582,43593,10.682674805188459,476.0,205.0,196.0,452.0
70,85,2-0-3-6_png.rf.fba21ca3e8b92ab2c54c0c7a02e5ca6f.jpg,2-0-3-6_png,1,2.0,3.6,-5.633923530578613,-0.08904647827148438,-5.544877052307129,-0.056461214452952206,2844,7.953318346560431,1322.0,1058.0,169.0,60.0
71,86,1-4-4-2-12-100-5_png.rf.a45f1edf805501a602bd6352f991f3eb.jpg,1-4-4-2-12-100-5_png,9,1.4,4.2,-46.73421859741211,-0.02411651611328125,-46.71010208129883,-0.47353136811916585,63138,11.053093924165847,586.0,242.0,266.0,500.0
72,87,1-7-3-3_png.rf.2cab010acaac2b68ec0bb1c44f5d3755.jpg,1-7-3-3_png,4,1.7,3.3,-18.602657318115234,0.016124725341796875,-18.61878204345703,-0.15338464924746395,8095,8.999125391527247,1308.0,1068.0,173.51,97.814
72,88,1-7-3-3_png.rf.2cab010acaac2b68ec0bb1c44f5d3755.jpg,1-7-3-3_png,3,1.7,3.3,-16.863414764404297,0.006381988525390625,-16.869796752929688,-0.13838540617063436,6469,8.774931387494947,1402.0,1062.0,162.571,77.29
72,89,1-7-3-3_png.rf.2cab010acaac2b68ec0bb1c44f5d3755.jpg,1-7-3-3_png,4,1.7,3.3,-18.18119239807129,0.021846771240234375,-18.203039169311523,-0.14905524969739564,2189,7.691656822810547,1499.0,1057.0,108.381,47.469
73,90,1-7-4-2_png.rf.81f1ec2b360aed9d52faff0953fb6767.jpg,1-7-4-2_png,1,1.7,4.2,-3.888491630554199,-0.01739501953125,-3.871096611022949,-0.03315461600673244,1618,7.389563953677635,1276.0,946.0,30.191,81.783
74,91,1-4-3-9-12-10-5_png.rf.dc5755f99a8b2b3c87f59f2923c8ace3.jpg,1-4-3-9-12-10-5_png,9,1.4,3.9,-56.4349250793457,-0.0249176025390625,-56.41000747680664,-0.6465899724749181,627,6.4425401664681985,693.0,494.0,26.0,48.0
75,92,1_4-4_5-2-100-3_png.rf.7f909e9237377be9b018ad20e85265de.jpg,1_4-4_5-2-100-3_png,2,1.4,4.5,-3.122323989868164,0.07374191284179688,-3.196065902709961,-0.033670209777552154,560279,13.236191937752983,240.0,20.0,1098.0,911.0
76,93,0-8-4-2-2-10-3_png.rf.e877450e1ac246ac22a5273582a6190e.jpg,0-8-4-2-2-10-3_png,2,0.8,4.2,-11.190073013305664,0.0450592041015625,-11.235132217407227,-0.07291244780160203,5631,8.63621989783788,652.0,465.0,112.0,87.0
77,94,1-7-4-2_png.rf.590ea26f90099b365668b33fca049963.jpg,1-7-4-2_png,7,1.7,4.2,-57.33613586425781,-0.032390594482421875,-57.30374526977539,-0.5718098710661369,2421,7.792348924113037,685.0,1051.0,106.177,39.099
78,95,1-4-3-9_png.rf.698cb0a376f514d9a60369673b8ffe02.jpg,1-4-3-9_png,1,1.4,3.9,-5.008704662322998,0.0160064697265625,-5.0247111320495605,-0.03704106421410107,1580,7.3658128372094716,1275.0,946.0,34.73,81.856
79,96,2-0-3-3_png.rf.d901e24fb364ff365fec5a8998dd923f.jpg,2-0-3-3_png,10,2.0,3.3,-56.473289489746094,0.15241241455078125,-56.625701904296875,-0.49160400055452497,581,6.366470447731438,1493.0,847.0,22.0,55.0
80,99,0_8-3_9-3-100_png.rf.315efbe5cfa3092d82103032fd3a6583.jpg,0_8-3_9-3-100_png,3,0.8,3.9,-20.512134552001953,0.014434814453125,-20.526569366455078,-0.12427352792144296,111480,11.621609451774527,660.0,323.0,410.8,417.338
81,100,1_7-4_5-3-100-4_png.rf.1244211cc8c45a78894228669e8a2ed4.jpg,1_7-4_5-3-100-4_png,3,1.7,4.5,-9.184715270996094,-0.040771484375,-9.143943786621094,-0.12458495589737363,44276,10.698220633849886,477.0,205.0,196.0,452.0
83,102,1_7-3_3-3-100_png.rf.486e160fc43b2e6c42316993932af153.jpg,1_7-3_3-3-100_png,3,1.7,3.3,-6.574969291687012,0.06109619140625,-6.636065483093262,-0.08459446218035845,112833,11.6336729910684,492.0,183.0,407.2,430.129
84,103,0_8-4_5-2-100-3_png.rf.2ecd7b27bf5a85a2ab964888eb01a2b6.jpg,0_8-4_5-2-100-3_png,2,0.8,4.5,-2.4399871826171875,0.00844573974609375,-2.4484329223632812,-0.01578850785979109,563233,13.241450451321997,265.0,24.0,1071.0,912.0
85,104,0-8-4-5-7-10-2_png.rf.d04e1b282cf4cbfd20a9f06418a862be.jpg,0-8-4-5-7-10-2_png,7,0.8,4.5,-65.82147216796875,0.1251068115234375,-65.94657897949219,-0.4996858085472793,456,6.124683390894205,677.0,495.0,39.0,22.0
86,105,1-1-3-9-3-10_png.rf.e7139b506e18616f1b606e2b99c7d54f.jpg,1-1-3-9-3-10_png,3,1.1,3.9,-20.69375228881836,0.032581329345703125,-20.726333618164062,-0.16523146127226257,957,6.86484777797086,692.0,495.0,39.428,38.507
87,106,1-1-4-5-3-10-4_png.rf.1930ecac4fb716eb7b49390bec245c45.jpg,1-1-4-5-3-10-4_png,3,1.1,4.5,-16.771320343017578,0.042552947998046875,-16.813873291015625,-0.14932013720908505,602,6.401917196727186,682.0,496.0,24.0,54.0
88,107,0_8-3_6-3-100-4_png.rf.422f9abb5f2e946d93e10e275a7651b4.jpg,0_8-3_6-3-100-4_png,3,0.8,3.6,-13.609973907470703,0.03241729736328125,-13.642391204833984,-0.08290501548463027,43657,10.684141820534307,475.0,206.0,195.0,452.0
89,108,1-4-3-6-3-10-4_png.rf.6eeeb2f2d66d855f1234509223102911.jpg,1-4-3-6-3-10-4_png,3,1.4,3.6,-18.476699829101562,-0.00351715087890625,-18.473182678222656,-0.2003460294935947,578,6.361302477572996,682.0,497.0,21.0,51.0
90,109,2-0-3-9_png.rf.4ee4d42b4d799e45d26254deaa47b7ef.jpg,2-0-3-9_png,9,2.0,3.9,-57.34867477416992,0.011554718017578125,-57.3602294921875,-0.5343276322333532,2442,7.8009820712577405,1453.0,768.0,97.0,61.0
91,110,1-7-3-3_png.rf.31ae33f756a0aedc8dbeea1df6f22af7.jpg,1-7-3-3_png,8,1.7,3.3,-60.436492919921875,-0.015045166015625,-60.42144775390625,-0.4243282622931566,2591,7.860185057472165,1308.0,899.0,60.0,63.0
92,111,1-7-3-6_png.rf.d9a55a944ba0f9a7317593ffde720dae.jpg,1-7-3-6_png,1,1.7,3.6,-3.601555347442627,-0.0228729248046875,-3.5786824226379395,-0.029354237065604253,1524,7.329749689041512,1277.0,943.0,29.658,85.501
93,112,1-7-4-5_png.rf.55867e524dbd7408fa6ed4ed191e521e.jpg,1-7-4-5_png,8,1.7,4.5,-59.49586868286133,-0.0137786865234375,-59.48208999633789,-0.5682744716986949,332,5.808142489980444,1545.0,979.0,40.603,29.747
93,113,1-7-4-5_png.rf.55867e524dbd7408fa6ed4ed191e521e.jpg,1-7-4-5_png,7,1.7,4.5,-47.66717529296875,-0.07835769653320312,-47.58881759643555,-0.4698763455845242,1438,7.271703706887368,939.0,890.0,59.046,90.632
93,114,1-7-4-5_png.rf.55867e524dbd7408fa6ed4ed191e521e.jpg,1-7-4-5_png,6,1.7,4.5,-44.35116958618164,0.0128021240234375,-44.36397171020508,-0.4235794466803949,761,6.635946555686647,1559.0,981.0,62.602,20.672
94,115,1_7-4_5-2-100-3_png.rf.e5bf428120ed67985eea4f743de1b02f.jpg,1_7-4_5-2-100-3_png,2,1.7,4.5,-2.637293815612793,0.09185409545898438,-2.7291479110717773,-0.03874176433293615,562496,13.240141079713156,236.0,26.0,1102.0,908.0
