split,filename,image_path,image_id,ann_id,layer,group,flake_rep_mode,flake_rep_source,wb1,wb2,wb_product,wb_sum,area_px,log_area_px,bbox_w,bbox_h,bbox_aspect,roi_bg_pixels,roi_bg_initial_pixels,roi_bg_clip_iterations,roi_bg_residual_sigma,ndg,ndg_peak,ndg_mask_median,ndg_trimmed_median,ndg_central_median,ndg_largest_inner_median,delta_g,abs_delta_g,g_flake_rep,g_flake_peak,g_flake_mask_median,g_flake_trimmed_median,g_flake_central_median,g_flake_largest_inner_median,g_flake_median,flake_inner_area_px,flake_largest_inner_area_px,g_bg_plane_median,g_delta_p10,g_delta_p90,g_delta_iqr,iqr_ndg,g_bg_std,g_flake_std,plane_a,plane_b,plane_c
train,2-3-3-3_png.rf.3dc75ad8165f45a2dcef3edc204600b6.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/2-3-3-3_png.rf.3dc75ad8165f45a2dcef3edc204600b6.jpg,39,56,2,png,largest_inner_median,largest_inner_median,2.3,3.3,7.589999999999999,5.6,474,6.163314804034641,45.0,24.0,1.875,14568,16188.0,0.0,1.0,-0.11239544932436615,-0.1148933309778519,-0.10617167663836376,-0.10617167663836376,-0.11239544932436615,-0.11239544932436615,-13.780445098876953,13.780445098876953,-13.819442749023438,-14.125699996948242,-13.056365966796875,-13.056365966796875,-13.819442749023438,-13.819442749023438,-13.819442749023438,220.0,220.0,122.6067886352539,-14.486591339111328,-5.655543518066406,8.831047821044923,0.07202739684599875,0.602492094039917,3.4134790897369385,0.0022438298910856247,-0.004591343924403191,122.61946105957031
train,1-4-3-9_png.rf.e572ab10d7439699836bcfc1f8710fe6.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/1-4-3-9_png.rf.e572ab10d7439699836bcfc1f8710fe6.jpg,41,58,1,png,largest_inner_median,largest_inner_median,1.4,3.9,5.46,5.3,885,6.786716950605081,26.0,59.0,0.4406779661016949,19404,21560.0,0.0,1.0,-0.03437431538261874,-0.035348183607465195,-0.033142678873230566,-0.033142678873230566,-0.03437431538261874,-0.03437431538261874,-4.663856506347656,4.663856506347656,-4.626213073730469,-4.758346080780029,-4.4591064453125,-4.4591064453125,-4.626213073730469,-4.626213073730469,-4.626213073730469,572.0,572.0,135.67852783203125,-5.917623901367188,-1.7609008789062492,4.156723022460938,0.030636557522255272,0.573088526725769,1.7397003173828125,0.008338462561368942,-8.606239134678617e-05,135.2565460205078
train,0-8-3-6-2-10-3_png.rf.0591b67bd9a17e249414db228ef86049.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/0-8-3-6-2-10-3_png.rf.0591b67bd9a17e249414db228ef86049.jpg,43,60,2,2-10-3_png,largest_inner_median,largest_inner_median,0.8,3.6,2.8800000000000003,4.4,5724,8.65259782842244,89.0,113.0,0.7876106194690266,119810,133137.0,2.0,1.1517319839477538,-0.06031758763158551,-0.059481932725179223,-0.06007990489125591,-0.06007990489125591,-0.06031758763158551,-0.06031758763158551,-10.327362060546875,10.327362060546875,-10.307266235351562,-10.164188385009766,-10.266571044921875,-10.266571044921875,-10.307266235351562,-10.307266235351562,-10.307266235351562,4923.0,4923.0,171.2164306640625,-10.734912109375,-9.455551147460938,1.2793609619140618,0.007472185683068287,1.1157830953598022,1.6110498905181885,-0.0021747129503637552,0.0003614681481849402,171.51783752441406
train,1-7-4-2_png.rf.32789a1e8c2f6ab00f623dd89d1da7ee.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/1-7-4-2_png.rf.32789a1e8c2f6ab00f623dd89d1da7ee.jpg,48,67,1,png,largest_inner_median,largest_inner_median,1.7,4.2,7.14,5.9,1634,7.399398083331354,44.0,120.0,0.36666666666666664,54493,60548.0,0.0,1.3513658294677733,-0.05907117115961433,-0.03733063751599607,-0.04273422098907039,-0.04273422098907039,-0.05907117115961433,-0.05907117115961433,-6.780483245849609,6.780483245849609,-6.828510284423828,-4.333023548126221,-4.953273773193359,-4.953273773193359,-6.828510284423828,-6.828510284423828,-6.828510284423828,1000.0,1000.0,114.78498077392578,-10.803601837158203,-0.7282997131347655,10.075302124023438,0.08777543940062334,1.1450374126434326,3.6273374557495117,-0.00460085878148675,0.0008408420835621655,114.95532989501953
train,1-4-3-6_png.rf.e82e60f1217294b23e8c3288085ae12c.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/1-4-3-6_png.rf.e82e60f1217294b23e8c3288085ae12c.jpg,51,70,2,png,largest_inner_median,largest_inner_median,1.4,3.6,5.04,5.0,487,6.1903154058531475,45.0,25.0,1.8,14958,16620.0,0.0,1.0,-0.11746829654252164,-0.11878377701011279,-0.10798010797289857,-0.10798010797289857,-0.11746829654252164,-0.11746829654252164,-15.787582397460938,15.787582397460938,-15.777885437011719,-15.954684257507324,-14.502685546875,-14.502685546875,-15.777885437011719,-15.777885437011719,-15.777885437011719,230.0,230.0,134.39866638183594,-16.34742126464844,-4.897726440429688,11.449694824218751,0.08519202706736222,0.484260231256485,4.36397647857666,-0.006789101287722588,-0.0010912370635196567,135.07406616210938
train,1-7-3-3_png.rf.7f77fb374726033d7d5c31e26ff331ae.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/1-7-3-3_png.rf.7f77fb374726033d7d5c31e26ff331ae.jpg,54,75,1,png,largest_inner_median,largest_inner_median,1.7,3.3,5.609999999999999,5.0,1626,7.394493107219038,122.0,43.0,2.8372093023255816,53015,58907.0,0.0,1.0,-0.07057344539409528,-0.04522359958068314,-0.04972803881046479,-0.04972803881046479,-0.07057344539409528,-0.07057344539409528,-8.717815399169922,8.717815399169922,-8.788516998291016,-5.657094478607178,-6.213520050048828,-6.213520050048828,-8.788516998291016,-8.788516998291016,-8.788516998291016,988.0,988.0,123.52826690673828,-13.499557495117188,-0.8309745788574219,12.668582916259766,0.10255614551626736,0.845628023147583,4.562620639801025,-0.0006297791842371225,0.0035038820933550596,123.37384033203125
train,1-7-4-5_png.rf.5333a9c820a46dc6c7df66c08db054ee.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/1-7-4-5_png.rf.5333a9c820a46dc6c7df66c08db054ee.jpg,57,80,1,png,largest_inner_median,largest_inner_median,1.7,4.5,7.6499999999999995,6.2,749,6.620073206530356,21.0,58.0,0.3620689655172414,14606,16230.0,0.0,1.0,-0.01794180447831897,-0.016589422322306046,-0.017544136258546207,-0.017544136258546207,-0.01794180447831897,-0.01794180447831897,-1.9360618591308594,1.9360618591308594,-1.9198799133300781,-1.7739472389221191,-1.8769683837890625,-1.8769683837890625,-1.9198799133300781,-1.9198799133300781,-1.9198799133300781,458.0,458.0,107.90786743164062,-2.438215637207031,-1.223724365234375,1.2144912719726562,0.01125489087014006,0.6218981742858887,0.7310479283332825,0.00796718243509531,-0.0017718159360811114,107.78495025634766
train,1-7-4-2-3-10_png.rf.8ce645a92ad1405520d28785dbd84b4b.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/1-7-4-2-3-10_png.rf.8ce645a92ad1405520d28785dbd84b4b.jpg,58,81,3,3-10_png,largest_inner_median,largest_inner_median,1.7,4.2,7.14,5.9,989,6.897704943128636,40.0,42.0,0.9523809523809523,21673,24083.0,0.0,1.0,-0.212462027516811,-0.2168889640049226,-0.20889959279154083,-0.20889959279154083,-0.212462027516811,-0.212462027516811,-13.628570556640625,13.628570556640625,-13.712882995605469,-13.99685287475586,-13.484367370605469,-13.484367370605469,-13.712882995605469,-13.712882995605469,-13.712882995605469,677.0,677.0,64.14591217041016,-13.961112976074219,-11.474971771240234,2.4861412048339844,0.03875759375327451,0.5546600818634033,1.8810306787490845,-0.0013385252095758915,0.0008893836638890207,64.17649841308594
train,1-4-4-2_png.rf.c4e8e3a85761998c13e6a005b0a4ea0b.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/1-4-4-2_png.rf.c4e8e3a85761998c13e6a005b0a4ea0b.jpg,59,82,1,png,largest_inner_median,largest_inner_median,1.4,4.2,5.88,5.6,804,6.690842277418564,24.0,55.0,0.43636363636363634,16309,18100.0,0.0,1.0,-0.04536445018531061,-0.0463461225798686,-0.04310350506228221,-0.04310350506228221,-0.04536445018531061,-0.04536445018531061,-5.779575347900391,5.779575347900391,-5.780941009521484,-5.906009197235107,-5.492889404296875,-5.492889404296875,-5.780941009521484,-5.780941009521484,-5.780941009521484,502.0,502.0,127.40318298339844,-6.858399200439453,-1.4931129455566394,5.365286254882814,0.042112654717441,0.5929001569747925,2.0005481243133545,0.008119554258883,-0.0009891455993056297,127.12354278564453
train,1-7-4-2_png.rf.cc529869b16b37659db27d3c33d21d28.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/1-7-4-2_png.rf.cc529869b16b37659db27d3c33d21d28.jpg,68,94,1,png,largest_inner_median,largest_inner_median,1.7,4.2,7.14,5.9,860,6.7580945044277305,22.0,60.0,0.36666666666666664,16298,18110.0,0.0,1.0,-0.024840982087666035,-0.023069756971840757,-0.022952216091263144,-0.022952216091263144,-0.024840982087666035,-0.024840982087666035,-2.8970603942871094,2.8970603942871094,-2.897918701171875,-2.6913509368896484,-2.677642822265625,-2.677642822265625,-2.897918701171875,-2.897918701171875,-2.897918701171875,554.0,554.0,116.62422943115234,-4.617286682128906,-1.0249061584472656,3.5923805236816406,0.030803037595222505,0.5442739129066467,1.9715049266815186,0.00927073322236538,-0.00026849660207517445,116.24759674072266
train,2-0-3-3_png.rf.dc3c46c671b3ce40bdaeb22e319cf433.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/2-0-3-3_png.rf.dc3c46c671b3ce40bdaeb22e319cf433.jpg,70,96,1,png,largest_inner_median,largest_inner_median,2.0,3.3,6.6,5.3,1655,7.412160334945205,121.0,44.0,2.75,55101,61225.0,0.0,1.0,-0.07313364300408344,-0.05323897348613562,-0.05290377684815132,-0.05290377684815132,-0.07313364300408344,-0.07313364300408344,-7.20684814453125,7.20684814453125,-7.2336273193359375,-5.273136138916016,-5.240104675292969,-5.240104675292969,-7.2336273193359375,-7.2336273193359375,-7.2336273193359375,1015.0,1015.0,98.54354095458984,-11.884992980957032,-1.090937805175781,10.794055175781251,0.10953589724115245,0.8242526650428772,3.846468210220337,0.0009043212630786002,-0.003490437287837267,98.6312026977539
train,1-1-4-5_png.rf.55463f70784d45b581f5ce192fe81ddb.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/1-1-4-5_png.rf.55463f70784d45b581f5ce192fe81ddb.jpg,71,97,1,png,largest_inner_median,largest_inner_median,1.1,4.5,4.95,5.6,1577,7.363913501405819,43.0,121.0,0.35537190082644626,46371,51584.0,2.0,1.0106343246459961,-0.06469946018638421,-0.03469802695010727,-0.04532991070419211,-0.04532991070419211,-0.06469946018638421,-0.06469946018638421,-7.9687347412109375,7.9687347412109375,-8.006057739257812,-4.310919284820557,-5.620399475097656,-5.620399475097656,-8.006057739257812,-8.006057739257812,-8.006057739257812,942.0,942.0,123.16539764404297,-10.8673583984375,-0.7777130126953121,10.089645385742188,0.0819194804607541,1.0165077447891235,3.641317129135132,0.0028382136952131987,-0.0011579911224544048,123.17495727539062
train,1-4-4-5_png.rf.b93fd7189329b164dc69a26d4dbc38b5.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/1-4-4-5_png.rf.b93fd7189329b164dc69a26d4dbc38b5.jpg,72,98,1,png,largest_inner_median,largest_inner_median,1.4,4.5,6.3,5.9,775,6.654152520183219,60.0,23.0,2.608695652173913,17284,19206.0,0.0,1.0,-0.053256744415748805,-0.05348609295465408,-0.05166553262032548,-0.05166553262032548,-0.053256744415748805,-0.053256744415748805,-6.300518035888672,6.300518035888672,-6.37994384765625,-6.407076835632324,-6.1916961669921875,-6.1916961669921875,-6.37994384765625,-6.37994384765625,-6.37994384765625,468.0,468.0,118.30460357666016,-7.507698059082031,-2.726930236816404,4.780767822265627,0.04041066600732692,0.5176316499710083,1.8414403200149536,0.0004704346356447786,-0.0053253439255058765,118.49327087402344
train,2-0-4-2_png.rf.040967dbb938b9741e12abfd348806b4.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/2-0-4-2_png.rf.040967dbb938b9741e12abfd348806b4.jpg,73,99,1,png,largest_inner_median,largest_inner_median,2.0,4.2,8.4,6.2,804,6.690842277418564,21.0,59.0,0.3559322033898305,14819,16467.0,0.0,1.0,-0.035065731269447224,-0.03625010726408712,-0.032560074822206714,-0.032560074822206714,-0.035065731269447224,-0.035065731269447224,-3.2797775268554688,3.2797775268554688,-3.2906723022460938,-3.401449680328369,-3.0563125610351562,-3.0563125610351562,-3.2906723022460938,-3.2906723022460938,-3.2906723022460938,509.0,509.0,93.53227233886719,-3.6710830688476563,-1.7508247375488268,1.9202583312988295,0.020530436001188323,0.5951096415519714,0.8401768207550049,0.010229106992483139,0.0008940156549215317,93.00554656982422
train,2-0-4-5_png.rf.e581bb76472daa0ce257aec0ecd4fc21.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/2-0-4-5_png.rf.e581bb76472daa0ce257aec0ecd4fc21.jpg,74,100,1,png,largest_inner_median,largest_inner_median,2.0,4.5,9.0,6.5,745,6.61472560020376,61.0,19.0,3.210526315789474,13934,15484.0,0.0,1.0,-0.030998970817977596,-0.03726667999330762,-0.028981707628443286,-0.028981707628443286,-0.030998970817977596,-0.030998970817977596,-2.848339080810547,2.848339080810547,-2.9319610595703125,-3.507869243621826,-2.7466049194335938,-2.7466049194335938,-2.9319610595703125,-2.9319610595703125,-2.9319610595703125,449.0,449.0,91.88495635986328,-3.5280075073242188,-1.481932067871093,2.0460754394531255,0.02226779573622219,0.6556423306465149,0.9199470281600952,0.0006583320791833103,0.009502706117928028,91.45049285888672
train,1-1-3-6-2-10-3_png.rf.cd210df0072d18ae58611c1c1506502f.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v10-argmented-10x.coco-segmentation/train/1-1-3-6-2-10-3_png.rf.cd210df0072d18ae58611c1c1506502f.jpg,77,105,2,2-10-3_png,largest_inner_median,largest_inner_median,1.1,3.6,3.9600000000000004,4.7,5829,8.670772279344538,113.0,90.0,1.2555555555555555,125240,139155.0,0.0,1.2956235443115234,-0.08118543368562489,-0.0848461518136597,-0.07935384129644242,-0.07935384129644242,-0.08118543368562489,-0.08118543368562489,-11.111530303955078,11.111530303955078,-11.09707260131836,-11.598100662231445,-10.846389770507812,-10.846389770507812,-11.09707260131836,-11.09707260131836,-11.09707260131836,5036.0,5036.0,136.86605834960938,-11.855982971191406,-9.167181396484375,2.68880157470703,0.01964549580173326,1.104472041130066,1.9612644910812378,0.0002283369831275195,-0.002155089285224676,137.1954803466797
